"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"02/05/2025","AirNow","060370113","1","0.026","ppm","24","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/07/2025","AirNow","060370113","1","0.039","ppm","36","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/08/2025","AirNow","060370113","1","0.038","ppm","35","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/09/2025","AirNow","060370113","1","0.041","ppm","38","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/10/2025","AirNow","060370113","1","0.043","ppm","40","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/11/2025","AirNow","060370113","1","0.038","ppm","35","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/12/2025","AirNow","060370113","1","0.031","ppm","29","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/13/2025","AirNow","060370113","1","0.038","ppm","35","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/14/2025","AirNow","060370113","1","0.04","ppm","37","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/15/2025","AirNow","060370113","1","0.042","ppm","39","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/16/2025","AirNow","060370113","1","0.046","ppm","43","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/17/2025","AirNow","060370113","1","0.036","ppm","33","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/18/2025","AirNow","060370113","1","0.041","ppm","38","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/19/2025","AirNow","060370113","1","0.04","ppm","37","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/20/2025","AirNow","060370113","1","0.034","ppm","31","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/21/2025","AirNow","060370113","1","0.04","ppm","37","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/22/2025","AirNow","060370113","1","0.036","ppm","33","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/23/2025","AirNow","060370113","1","0.05","ppm","46","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/24/2025","AirNow","060370113","1","0.05","ppm","46","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/25/2025","AirNow","060370113","1","0.041","ppm","38","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/26/2025","AirNow","060370113","1","0.037","ppm","34","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/27/2025","AirNow","060370113","1","0.041","ppm","38","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"02/28/2025","AirNow","060370113","1","0.042","ppm","39","West Los Angeles","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"03/01/2025","AirNow","060370113","1","0.042","ppm","39","West Los Angeles","21","88.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.05111","-118.45636"
"01/01/2025","AirNow","060371103","1","0.029","ppm","27","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/02/2025","AirNow","060371103","1","0.019","ppm","18","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/03/2025","AirNow","060371103","1","0.025","ppm","23","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/04/2025","AirNow","060371103","1","0.031","ppm","29","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/05/2025","AirNow","060371103","1","0.037","ppm","34","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/06/2025","AirNow","060371103","1","0.026","ppm","24","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/07/2025","AirNow","060371103","1","0.04","ppm","37","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/08/2025","AirNow","060371103","1","0.025","ppm","23","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/10/2025","AirNow","060371103","1","0.033","ppm","31","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/11/2025","AirNow","060371103","1","0.034","ppm","31","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/12/2025","AirNow","060371103","1","0.037","ppm","34","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/13/2025","AirNow","060371103","1","0.03","ppm","28","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/14/2025","AirNow","060371103","1","0.031","ppm","29","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/15/2025","AirNow","060371103","1","0.031","ppm","29","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
"01/17/2025","AirNow","060371103","1","0.034","ppm","31","Los Angeles-North Main Street","24","100.0000","44201","Ozone","","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.0665900008759","-118.22688"
